0,1,2,3,4,5
Saugeen,6.5,288/689,Port Elgin,,
Saunders,5.3,480/689,London,,
Seaway,2.5,655/689,Iroquois,,
Senator O'Connor,7.2,181/689,Toronto,,
Sherwood,4.9,526/689,Hamilton,,
Silverthorn,6,378/689,Toronto,,
Simcoe,5.2,496/689,Simcoe,,
Sinclair,7.9,77/689,Whitby,,
Sir Allan MacNab,3.4,628/689,Hamilton,,
Sir Frederick Banting,7.1,194/689,London,,
Sir Guy Carleton,0,685/689,Nepean,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"Sir John A Macdonald
                     2021 - 22 Score8.4 2021 - 22 Rank36/689CityWaterlooAdd to compare",,,,,
"Sir John A Macdonald
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityTorontoAdd to compare",,,,,
"Sir Oliver Mowat
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityTorontoAdd to compare",,,,,
"Sir Robert Borden
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CityNepeanAdd to compare",,,,,
"Sir Wilfrid Laurier
                     2021 - 22 Score7.3 2021 - 22 Rank167/689CityOrléansAdd to compare",,,,,
"Sir Wilfrid Laurier
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityTorontoAdd to compare",,,,,
"Sir Wilfrid Laurier
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityLondonAdd to compare",,,,,
"Sir William Mulock
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityNewmarketAdd to compare",,,,,
"Sir Winston Churchill
                     2021 - 22 Score8.1 2021 - 22 Rank60/689CitySt CatharinesAdd to compare",,,,,
"Sir Winston Churchill
                     2021 - 22 Score0.8 2021 - 22 Rank682/689CityHamiltonAdd to compare",,,,,
"Smiths Falls
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CitySmiths FallsAdd to compare",,,,,
"South Carleton
                     2021 - 22 Score7.6 2021 - 22 Rank120/689CityRichmondAdd to compare",,,,,
"South Grenville
                     2021 - 22 Score4.6 2021 - 22 Rank552/689CityPrescottAdd to compare",,,,,
"South Huron
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityExeterAdd to compare",,,,,
"Southwood
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityCambridgeAdd to compare",,,,,
"St Matthew Catholic
                     2021 - 22 Score0 2021 - 22 Rank685/689CityCornwallAdd to compare",,,,,
"St.  Edmund Campion
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityBramptonAdd to compare",,,,,
"St. Aloysius Gonzaga
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CityMississaugaAdd to compare",,,,,
"St. Andre Bessette
                     2021 - 22 Score7 2021 - 22 Rank210/689CityLondonAdd to compare",,,,,
"St. Anne
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CityTecumsehAdd to compare",,,,,
"St. Anne's
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityClintonAdd to compare",,,,,
"St. Augustine
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityBramptonAdd to compare",,,,,
"St. Augustine
                     2021 - 22 Score9.2 2021 - 22 Rank4/689CityMarkhamAdd to compare",,,,,
"St. Basil The Great
                     2021 - 22 Score3.7 2021 - 22 Rank615/689CityTorontoAdd to compare",,,,,
"St. Benedict
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CitySudburyAdd to compare",,,,,
"St. Benedict
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityCambridgeAdd to compare",,,,,
"St. Brother André
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CityMarkhamAdd to compare",,,,,
"St. Catharines
                     2021 - 22 Score0.8 2021 - 22 Rank682/689CitySt CatharinesAdd to compare",,,,,
"St. Charles
                     2021 - 22 Score5.1 2021 - 22 Rank505/689CitySudburyAdd to compare",,,,,
"St. David
                     2021 - 22 Score8.2 2021 - 22 Rank52/689CityWaterlooAdd to compare",,,,,
"St. Dominic
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityBracebridgeAdd to compare",,,,,
"St. Elizabeth
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityThornhillAdd to compare",,,,,
"St. Francis
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CitySt CatharinesAdd to compare",,,,,
"St. Francis Xavier
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CityGloucesterAdd to compare",,,,,
"St. Francis Xavier
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityMississaugaAdd to compare",,,,,
"St. Francis Xavier
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityHammondAdd to compare",,,,,
"St. Ignatius
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityThunder BayAdd to compare",,,,,
"St. Ignatius of Loyola
                     2021 - 22 Score8.3 2021 - 22 Rank41/689CityOakvilleAdd to compare",,,,,
"St. James
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityGuelphAdd to compare",,,,,
"St. Jean de Brebeuf
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityHamiltonAdd to compare",,,,,
"St. Jean de Brebeuf
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityWoodbridgeAdd to compare",,,,,
"St. Joan of Arc
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityBarrieAdd to compare",,,,,
"St. Joan of Arc
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityMapleAdd to compare",,,,,
"St. Joan of Arc
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityMississaugaAdd to compare",,,,,
"St. John
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityPerthAdd to compare",,,,,
"St. John's
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CityBrantfordAdd to compare",,,,,
"St. Joseph
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityMississaugaAdd to compare",,,,,
"St. Joseph
                     2021 - 22 Score8.4 2021 - 22 Rank36/689CityNepeanAdd to compare",,,,,
"St. Joseph's
                     2021 - 22 Score7.2 2021 - 22 Rank181/689CityRenfrewAdd to compare",,,,,
"St. Joseph's
                     2021 - 22 Score8.1 2021 - 22 Rank60/689CityTorontoAdd to compare",,,,,
,,,,,
,,,,,
Sir John A Macdonald,8.4,36/689,Waterloo,,
Sir John A Macdonald,6.9,227/689,Toronto,,
Sir Oliver Mowat,6.9,227/689,Toronto,,
Sir Robert Borden,7.3,167/689,Nepean,,
Sir Wilfrid Laurier,7.3,167/689,Orléans,,
Sir Wilfrid Laurier,6.1,357/689,Toronto,,
Sir Wilfrid Laurier,6.2,341/689,London,,
Sir William Mulock,7.1,194/689,Newmarket,,
Sir Winston Churchill,8.1,60/689,St Catharines,,
Sir Winston Churchill,0.8,682/689,Hamilton,,
Smiths Falls,4.7,540/689,Smiths Falls,,
South Carleton,7.6,120/689,Richmond,,
South Grenville,4.6,552/689,Prescott,,
South Huron,5.3,480/689,Exeter,,
Southwood,6.1,357/689,Cambridge,,
St Matthew Catholic,0,685/689,Cornwall,,
St. Edmund Campion,6.9,227/689,Brampton,,
St. Aloysius Gonzaga,7.1,194/689,Mississauga,,
St. Andre Bessette,7,210/689,London,,
St. Anne,7.4,154/689,Tecumseh,,
St. Anne's,5.3,480/689,Clinton,,
St. Augustine,5.8,409/689,Brampton,,
St. Augustine,9.2,4/689,Markham,,
St. Basil The Great,3.7,615/689,Toronto,,
St. Benedict,6.3,325/689,Sudbury,,
St. Benedict,6.8,246/689,Cambridge,,
St. Brother André,7.4,154/689,Markham,,
St. Catharines,0.8,682/689,St Catharines,,
St. Charles,5.1,505/689,Sudbury,,
St. David,8.2,52/689,Waterloo,,
St. Dominic,5.3,480/689,Bracebridge,,
St. Elizabeth,6.9,227/689,Thornhill,,
St. Francis,6.4,305/689,St Catharines,,
St. Francis Xavier,7.8,87/689,Gloucester,,
St. Francis Xavier,7.7,102/689,Mississauga,,
St. Francis Xavier,5.7,425/689,Hammond,,
St. Ignatius,6.5,288/689,Thunder Bay,,
St. Ignatius of Loyola,8.3,41/689,Oakville,,
St. James,6.6,273/689,Guelph,,
St. Jean de Brebeuf,4.7,540/689,Hamilton,,
St. Jean de Brebeuf,5.8,409/689,Woodbridge,,
St. Joan of Arc,6.3,325/689,Barrie,,
St. Joan of Arc,5.7,425/689,Maple,,
St. Joan of Arc,6.8,246/689,Mississauga,,
St. John,4.7,540/689,Perth,,
St. John's,7.4,154/689,Brantford,,
St. Joseph,7.5,138/689,Mississauga,,
St. Joseph,8.4,36/689,Nepean,,
St. Joseph's,7.2,181/689,Renfrew,,
St. Joseph's,8.1,60/689,Toronto,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"St. Joseph's
                     2021 - 22 Score6 2021 - 22 Rank378/689CityBarrieAdd to compare",,,,,
"St. Joseph's
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CitySt ThomasAdd to compare",,,,,
"St. Joseph's
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityCornwallAdd to compare",,,,,
"St. Joseph's
                     2021 - 22 Score5.6 2021 - 22 Rank443/689CityWindsorAdd to compare",,,,,
"St. Joseph-Scollard Hall
                     2021 - 22 Score5.4 2021 - 22 Rank471/689CityNorth BayAdd to compare",,,,,
"St. Josephs Morrow Park
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityTorontoAdd to compare",,,,,
"St. Lawrence
                     2021 - 22 Score1.8 2021 - 22 Rank671/689CityCornwallAdd to compare",,,,,
"St. Luke Catholic
                     2021 - 22 Score0.9 2021 - 22 Rank681/689CitySmiths FallsAdd to compare",,,,,
"St. Marcellinus
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityMississaugaAdd to compare",,,,,
"St. Marguerite d'Youville
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityBramptonAdd to compare",,,,,
"St. Mark
                     2021 - 22 Score8 2021 - 22 Rank66/689CityManotickAdd to compare",,,,,
"St. Martin
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityMississaugaAdd to compare",,,,,
"St. Mary
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityCobourgAdd to compare",,,,,
"St. Mary
                     2021 - 22 Score7.6 2021 - 22 Rank120/689CityPickeringAdd to compare",,,,,
"St. Mary's
                     2021 - 22 Score6.8 2021 - 22 Rank246/689CityKitchenerAdd to compare",,,,,
"St. Mary's
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityWoodstockAdd to compare",,,,,
"St. Mary's
                     2021 - 22 Score7.2 2021 - 22 Rank181/689CityHamiltonAdd to compare",,,,,
"St. Mary's
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityBrockvilleAdd to compare",,,,,
"St. Mary's
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityOwen SoundAdd to compare",,,,,
"St. Mary's
                     2021 - 22 Score6 2021 - 22 Rank378/689CitySault Ste. MarieAdd to compare",,,,,
"St. Mary's
                     2021 - 22 Score4.6 2021 - 22 Rank552/689CityTorontoAdd to compare",,,,,
"St. Marys
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CitySt MarysAdd to compare",,,,,
"St. Matthew
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CityOrléansAdd to compare",,,,,
"St. Maximilian Kolbe
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityAuroraAdd to compare",,,,,
"St. Michael
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CityBoltonAdd to compare",,,,,
"St. Michael
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityStratfordAdd to compare",,,,,
"St. Michael
                     2021 - 22 Score7 2021 - 22 Rank210/689CityKemptvilleAdd to compare",,,,,
"St. Michael
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityNiagara FallsAdd to compare",,,,,
"St. Patrick
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityTorontoAdd to compare",,,,,
"St. Patrick
                     2021 - 22 Score6 2021 - 22 Rank378/689CityThunder BayAdd to compare",,,,,
"St. Patrick's
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CitySarniaAdd to compare",,,,,
"St. Patrick's
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityOttawaAdd to compare",,,,,
"St. Paul
                     2021 - 22 Score8 2021 - 22 Rank66/689CityMississaugaAdd to compare",,,,,
"St. Paul
                     2021 - 22 Score7.2 2021 - 22 Rank181/689CityTrentonAdd to compare",,,,,
"St. Paul
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityNiagara FallsAdd to compare",,,,,
"St. Paul
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityOttawaAdd to compare",,,,,
"St. Peter
                     2021 - 22 Score7 2021 - 22 Rank210/689CityOrléansAdd to compare",,,,,
"St. Peter's
                     2021 - 22 Score6.9 2021 - 22 Rank227/689CityPeterboroughAdd to compare",,,,,
"St. Peter's
                     2021 - 22 Score5.4 2021 - 22 Rank471/689CityBarrieAdd to compare",,,,,
"St. Pius X
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityOttawaAdd to compare",,,,,
"St. Robert
                     2021 - 22 Score9.2 2021 - 22 Rank4/689CityThornhillAdd to compare",,,,,
"St. Roch
                     2021 - 22 Score6.5 2021 - 22 Rank288/689CityBramptonAdd to compare",,,,,
"St. Stephen's
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityBowmanvilleAdd to compare",,,,,
"St. Theresa
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityBellevilleAdd to compare",,,,,
"St. Theresa of Lisieux
                     2021 - 22 Score9 2021 - 22 Rank8/689CityRichmond HillAdd to compare",,,,,
"St. Theresa's
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityMidlandAdd to compare",,,,,
"St. Thomas Aquinas
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityKenoraAdd to compare",,,,,
"St. Thomas Aquinas
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityLindsayAdd to compare",,,,,
"St. Thomas Aquinas
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityBramptonAdd to compare",,,,,
"St. Thomas Aquinas
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityLondonAdd to compare",,,,,
,,,,,
,,,,,
St. Joseph's,6,378/689,Barrie,,
St. Joseph's,6.1,357/689,St Thomas,,
St. Joseph's,5.3,480/689,Cornwall,,
St. Joseph's,5.6,443/689,Windsor,,
St. Joseph-Scollard Hall,5.4,471/689,North Bay,,
St. Josephs Morrow Park,6.4,305/689,Toronto,,
St. Lawrence,1.8,671/689,Cornwall,,
St. Luke Catholic,0.9,681/689,Smiths Falls,,
St. Marcellinus,7.7,102/689,Mississauga,,
St. Marguerite d'Youville,6.2,341/689,Brampton,,
St. Mark,8,66/689,Manotick,,
St. Martin,6.1,357/689,Mississauga,,
St. Mary,6.3,325/689,Cobourg,,
St. Mary,7.6,120/689,Pickering,,
St. Mary's,6.8,246/689,Kitchener,,
St. Mary's,5.5,459/689,Woodstock,,
St. Mary's,7.2,181/689,Hamilton,,
St. Mary's,6.5,288/689,Brockville,,
St. Mary's,5.8,409/689,Owen Sound,,
St. Mary's,6,378/689,Sault Ste. Marie,,
St. Mary's,4.6,552/689,Toronto,,
St. Marys,7.5,138/689,St Marys,,
St. Matthew,7.4,154/689,Orléans,,
St. Maximilian Kolbe,6.3,325/689,Aurora,,
St. Michael,5.9,394/689,Bolton,,
St. Michael,6.9,227/689,Stratford,,
St. Michael,7,210/689,Kemptville,,
St. Michael,6.1,357/689,Niagara Falls,,
St. Patrick,6.1,357/689,Toronto,,
St. Patrick,6,378/689,Thunder Bay,,
St. Patrick's,6.1,357/689,Sarnia,,
St. Patrick's,6.1,357/689,Ottawa,,
St. Paul,8,66/689,Mississauga,,
St. Paul,7.2,181/689,Trenton,,
St. Paul,6.6,273/689,Niagara Falls,,
St. Paul,6.6,273/689,Ottawa,,
St. Peter,7,210/689,Orléans,,
St. Peter's,6.9,227/689,Peterborough,,
St. Peter's,5.4,471/689,Barrie,,
St. Pius X,6.4,305/689,Ottawa,,
St. Robert,9.2,4/689,Thornhill,,
St. Roch,6.5,288/689,Brampton,,
St. Stephen's,5.7,425/689,Bowmanville,,
St. Theresa,6.1,357/689,Belleville,,
St. Theresa of Lisieux,9,8/689,Richmond Hill,,
St. Theresa's,5.3,480/689,Midland,,
St. Thomas Aquinas,5.7,425/689,Kenora,,
St. Thomas Aquinas,6.3,325/689,Lindsay,,
St. Thomas Aquinas,5.3,480/689,Brampton,,
St. Thomas Aquinas,7.5,138/689,London,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"St. Thomas Aquinas
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityOakvilleAdd to compare",,,,,
"St. Thomas Aquinas
                     2021 - 22 Score5.9 2021 - 22 Rank394/689CityTottenhamAdd to compare",,,,,
"St. Thomas Aquinas
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityRussellAdd to compare",,,,,
"St. Thomas More
                     2021 - 22 Score5.4 2021 - 22 Rank471/689CityHamiltonAdd to compare",,,,,
"St. Thomas of Villanova
                     2021 - 22 Score8.2 2021 - 22 Rank52/689CityLaSalleAdd to compare",,,,,
"St.-Charles-Garnier
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityWhitbyAdd to compare",,,,,
"St.-Famille
                     2021 - 22 Score7.2 2021 - 22 Rank181/689CityMississaugaAdd to compare",,,,,
"St.-François-Xavier
                     2021 - 22 Score5 2021 - 22 Rank516/689CitySarniaAdd to compare",,,,,
"St.-Frère-André
                     2021 - 22 Score7.2 2021 - 22 Rank181/689CityTorontoAdd to compare",,,,,
"St.-Marie
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityNew LiskeardAdd to compare",,,,,
"St.-Trinité
                     2021 - 22 Score7.6 2021 - 22 Rank120/689CityOakvilleAdd to compare",,,,,
"Stamford
                     2021 - 22 Score1.8 2021 - 22 Rank671/689CityNiagara FallsAdd to compare",,,,,
"Stayner
                     2021 - 22 Score4.2 2021 - 22 Rank587/689CityStaynerAdd to compare",,,,,
"Stephen Leacock
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityTorontoAdd to compare",,,,,
"Stephen Lewis
                     2021 - 22 Score8 2021 - 22 Rank66/689CityThornhillAdd to compare",,,,,
"Stouffville
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityStouffvilleAdd to compare",,,,,
"Stratford District
                     2021 - 22 Score6.2 2021 - 22 Rank341/689CityStratfordAdd to compare",,,,,
"Strathroy District
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityStrathroyAdd to compare",,,,,
"Sudbury
                     2021 - 22 Score4.8 2021 - 22 Rank531/689CitySudburyAdd to compare",,,,,
"Superior Heights
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CitySault Ste. MarieAdd to compare",,,,,
"Sutton
                     2021 - 22 Score4.5 2021 - 22 Rank562/689CitySutton WestAdd to compare",,,,,
"Sydenham
                     2021 - 22 Score7.1 2021 - 22 Rank194/689CitySydenhamAdd to compare",,,,,
"Tagwi
                     2021 - 22 Score4.7 2021 - 22 Rank540/689CityAvonmoreAdd to compare",,,,,
"Tecumseh Vista
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CityTecumsehAdd to compare",,,,,
"Theriault
                     2021 - 22 Score3.3 2021 - 22 Rank633/689CityTimminsAdd to compare",,,,,
"Thistletown
                     2021 - 22 Score3.9 2021 - 22 Rank606/689CityTorontoAdd to compare",,,,,
"Thomas A Blakelock
                     2021 - 22 Score8 2021 - 22 Rank66/689CityOakvilleAdd to compare",,,,,
"Thomas A Stewart
                     2021 - 22 Score5.5 2021 - 22 Rank459/689CityPeterboroughAdd to compare",,,,,
"Thornhill
                     2021 - 22 Score7.2 2021 - 22 Rank181/689CityThornhillAdd to compare",,,,,
"Thornlea
                     2021 - 22 Score8.1 2021 - 22 Rank60/689CityThornhillAdd to compare",,,,,
"Thorold
                     2021 - 22 Score3.7 2021 - 22 Rank615/689CityThoroldAdd to compare",,,,,
"Thousand Islands
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityBrockvilleAdd to compare",,,,,
"Tilbury
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityTilburyAdd to compare",,,,,
"Timiskaming District
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityNew LiskeardAdd to compare",,,,,
"Timmins
                     2021 - 22 Score4.5 2021 - 22 Rank562/689CityTimminsAdd to compare",,,,,
"Tommy Douglas
                     2021 - 22 Score7.7 2021 - 22 Rank102/689CityWoodbridgeAdd to compare",,,,,
"Toronto Ouest
                     2021 - 22 Score8.5 2021 - 22 Rank26/689CityTorontoAdd to compare",,,,,
"Trenton
                     2021 - 22 Score2.4 2021 - 22 Rank657/689CityTrentonAdd to compare",,,,,
"Twin Lakes
                     2021 - 22 Score4.8 2021 - 22 Rank531/689CityOrilliaAdd to compare",,,,,
"Unionville
                     2021 - 22 Score8.9 2021 - 22 Rank12/689CityUnionvilleAdd to compare",,,,,
"Ursula Franklin
                     2021 - 22 Score9.3 2021 - 22 Rank3/689CityTorontoAdd to compare",,,,,
"Ursuline (The Pines)
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityChathamAdd to compare",,,,,
"Uxbridge
                     2021 - 22 Score8 2021 - 22 Rank66/689CityUxbridgeAdd to compare",,,,,
"Valley Heights
                     2021 - 22 Score3.2 2021 - 22 Rank637/689CityLangtonAdd to compare",,,,,
"Valour
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityPetawawaAdd to compare",,,,,
"Vankleek Hill
                     2021 - 22 Score5.8 2021 - 22 Rank409/689CityVankleek HillAdd to compare",,,,,
"Vaughan
                     2021 - 22 Score7.8 2021 - 22 Rank87/689CityThornhillAdd to compare",,,,,
"Victoria Park
                     2021 - 22 Score6.1 2021 - 22 Rank357/689CityTorontoAdd to compare",,,,,
"Vincent Massey
                     2021 - 22 Score7.4 2021 - 22 Rank154/689CityWindsorAdd to compare",,,,,
"W A Porter
                     2021 - 22 Score7.5 2021 - 22 Rank138/689CityTorontoAdd to compare",,,,,
,,,,,
,,,,,
St. Thomas Aquinas,7.7,102/689,Oakville,,
St. Thomas Aquinas,5.9,394/689,Tottenham,,
St. Thomas Aquinas,6.2,341/689,Russell,,
St. Thomas More,5.4,471/689,Hamilton,,
St. Thomas of Villanova,8.2,52/689,LaSalle,,
St.-Charles-Garnier,6.2,341/689,Whitby,,
St.-Famille,7.2,181/689,Mississauga,,
St.-François-Xavier,5,516/689,Sarnia,,
St.-Frère-André,7.2,181/689,Toronto,,
St.-Marie,4.7,540/689,New Liskeard,,
St.-Trinité,7.6,120/689,Oakville,,
Stamford,1.8,671/689,Niagara Falls,,
Stayner,4.2,587/689,Stayner,,
Stephen Leacock,4.7,540/689,Toronto,,
Stephen Lewis,8,66/689,Thornhill,,
Stouffville,7.7,102/689,Stouffville,,
Stratford District,6.2,341/689,Stratford,,
Strathroy District,5.7,425/689,Strathroy,,
Sudbury,4.8,531/689,Sudbury,,
Superior Heights,5.7,425/689,Sault Ste. Marie,,
Sutton,4.5,562/689,Sutton West,,
Sydenham,7.1,194/689,Sydenham,,
Tagwi,4.7,540/689,Avonmore,,
Tecumseh Vista,7.8,87/689,Tecumseh,,
Theriault,3.3,633/689,Timmins,,
Thistletown,3.9,606/689,Toronto,,
Thomas A Blakelock,8,66/689,Oakville,,
Thomas A Stewart,5.5,459/689,Peterborough,,
Thornhill,7.2,181/689,Thornhill,,
Thornlea,8.1,60/689,Thornhill,,
Thorold,3.7,615/689,Thorold,,
Thousand Islands,5.8,409/689,Brockville,,
Tilbury,5.3,480/689,Tilbury,,
Timiskaming District,6.6,273/689,New Liskeard,,
Timmins,4.5,562/689,Timmins,,
Tommy Douglas,7.7,102/689,Woodbridge,,
Toronto Ouest,8.5,26/689,Toronto,,
Trenton,2.4,657/689,Trenton,,
Twin Lakes,4.8,531/689,Orillia,,
Unionville,8.9,12/689,Unionville,,
Ursula Franklin,9.3,3/689,Toronto,,
Ursuline (The Pines),6.4,305/689,Chatham,,
Uxbridge,8,66/689,Uxbridge,,
Valley Heights,3.2,637/689,Langton,,
Valour,5.8,409/689,Petawawa,,
Vankleek Hill,5.8,409/689,Vankleek Hill,,
Vaughan,7.8,87/689,Thornhill,,
Victoria Park,6.1,357/689,Toronto,,
Vincent Massey,7.4,154/689,Windsor,,
W A Porter,7.5,138/689,Toronto,,
,,,,,
,,,,,
"A B Lucas
                Score:7.6Rank:120/689add_circleAdd to compare",,,,,
"A N Myer
                Score:7.5Rank:138/689add_circleAdd to compare",,,,,
"A Y Jackson
                Score:7.9Rank:77/689add_circleAdd to compare",,,,,
"A.Y. Jackson
                Score:8.2Rank:52/689add_circleAdd to compare",,,,,
"Abbey Park
                Score:8.5Rank:26/689add_circleAdd to compare",,,,,
"Acton
                Score:6Rank:378/689add_circleAdd to compare",,,,,
"Adam Scott
                Score:5.4Rank:471/689add_circleAdd to compare",,,,,
"Agincourt
                Score:8.3Rank:41/689add_circleAdd to compare",,,,,
,,,,,
,,,,,
"W C Eaket
                     2021 - 22 Score2.4 2021 - 22 Rank657/689CityBlind RiverAdd to compare",,,,,
"W F Herman
                     2021 - 22 Score2.8 2021 - 22 Rank647/689CityWindsorAdd to compare",,,,,
"Walkerton
                     2021 - 22 Score4.5 2021 - 22 Rank562/689CityWalkertonAdd to compare",,,,,
"Walkerville
                     2021 - 22 Score5.7 2021 - 22 Rank425/689CityWindsorAdd to compare",,,,,
"Wallaceburg
                     2021 - 22 Score5.3 2021 - 22 Rank480/689CityWallaceburgAdd to compare",,,,,
"Waterdown
                     2021 - 22 Score6.4 2021 - 22 Rank305/689CityWaterdownAdd to compare",,,,,
"Waterford
                     2021 - 22 Score4.3 2021 - 22 Rank580/689CityWaterfordAdd to compare",,,,,
"Waterloo
                     2021 - 22 Score6.3 2021 - 22 Rank325/689CityWaterlooAdd to compare",,,,,
"Waterloo-Oxford
                     2021 - 22 Score6.6 2021 - 22 Rank273/689CityBadenAdd to compare",,,,,
